Frame,FPS
0,1.2211128323717597
1,11.423454241405794
2,22.422238853843687
3,43.88586734747261
4,27.848035375197526
5,19.47975998067956
6,32.02712257847756
7,18.499521446686515
8,45.39781361619223
9,26.251480215804825
10,23.021466482976656
11,24.995405326484033
12,27.367780917021733
13,47.73903641061246
14,30.806945382965598
15,29.545258590326988
16,19.50884439173004
17,9.70124460213671
18,25.419870182604953
19,30.792922692900667
20,18.673136939768582
21,24.372735196699402
22,29.61138056408627
23,33.120683528510625
24,27.83288209375166
25,26.373133296025454
26,27.03090218925416
27,30.40121770014134
28,32.38919820536383
29,39.13254091172025
30,31.099557341677357
31,26.293774331262497
32,22.182343203778235
33,26.129804757098892
34,29.12043767747669
35,44.23951312639095
36,25.665479555996132
37,29.45748498788496
38,29.202551034617205
39,45.54768368698825
40,27.956435379590747
41,18.966221410290036
42,31.624335552556378
43,26.631008844612914
44,45.41305124568261
45,20.421268909240514
46,47.11271861345435
47,28.181466351322296
48,20.232234163659868
49,47.2698831299095
50,33.16232071980898
51,22.253901047884334
52,24.269081440763777
53,27.016972952778474
54,26.634729322114623
55,48.33372513770772
56,20.641056682512968
57,49.08661509473709
58,21.996444323241434
59,45.05789207945256
60,24.257571989566646
61,29.225340728559882
62,27.181553656023382
63,40.4586134717225
64,32.38069651280389
65,28.974792238026485
66,21.28105291464349
67,32.42901544789621
68,29.332848450940624
69,30.331086749009284
70,43.50125495239478
71,19.776243823318623
72,27.90584290295538
73,18.414646353777933
74,20.857948470577703
75,25.565047786229766
76,29.26490001535005
77,28.511539062871748
78,30.669757306755777
79,35.45151338421618
80,23.375321150513006
81,28.969388882749474
82,40.39004285232799
83,33.91200012936402
84,30.329990093210593
85,24.08470955738797
86,27.554224149257653
87,45.77185573198014
88,20.582005545059744
89,26.870200839232517
90,44.998916413651045
91,21.470054669424027
92,27.403363430856277
93,26.734383764213963
94,28.455444066784715
95,49.13376676623909
96,26.10752233045968
97,25.441148104790038
98,38.0933282473253
99,20.754942178368722
100,47.00764351198081
101,26.24720901126408
102,24.341334323784764
103,38.94360364710033
104,20.446754057123915
105,39.072027424823936
106,24.304520405857232
107,27.209943819495802
108,25.98846280151929
109,43.57446808510638
110,26.33951268525496
111,28.466065805190574
112,49.02579687445209
113,28.346403903599477
114,21.946033623030676
115,25.31263729631865
116,29.785917693427546
117,29.469075170906844
118,31.35201560759749
119,46.87368268123959
120,21.979384684717733
121,24.097439904398584
122,47.18851536834526
123,23.86001319771543
124,16.52250506196475
125,35.327297076486396
126,37.835947859816876
127,27.490653593057704
128,27.547709121479613
129,19.449138670561776
130,46.31161460576148
131,19.28459964596887
132,46.358706825089804
133,23.418521289544504
134,48.35601466485277
135,19.911435190459915
136,30.205271496471266
137,30.4387241917341
138,48.02381552130802
139,19.94457389038412
140,33.733896328467445
141,32.88489552706888
142,50.863476510392665
143,22.255908478281633
144,31.10278599660371
145,32.4689307085517
146,48.21704143100198
147,21.411636181715156
148,49.05446592517222
149,28.33931744626798
150,22.97871034898373
151,29.61096246302428
152,43.97005975469127
153,22.023586738498054
154,30.005179345571086
155,46.05228542881298
156,20.866976447995544
157,29.61409850881157
158,27.10864647561433
159,46.01237439115363
160,21.105858791206025
161,26.23702943789018
162,30.133226047473993
163,44.313361718312535
164,22.254019122000912
165,31.286533742102474
166,29.586315381088422
167,31.179084617500354
168,29.350501035660304
169,27.217359705134196
170,30.633469423527778
171,28.808022253511453
172,30.15120517004651
173,25.930461447153668
174,28.5109576377182
175,27.811289477697546
176,43.377086478995594
177,32.475969988617976
178,32.44456821065008
179,32.2961730961731
180,28.23097374319349
181,19.88849215945678
182,49.64202104366146
183,21.746454921113894
184,28.674884290119024
185,29.54671550843577
186,48.10091974586573
187,22.20606625335529
188,26.01086498151961
189,48.9394193969943
190,25.260043963985666
191,46.165828316071014
192,23.113442738584638
193,47.41630396689917
194,23.846583317698293
195,43.57311004685276
196,23.924251066645372
197,27.709683812745265
198,42.44559585492228
199,24.59598423719272
200,32.461643241904525
201,27.29085360695951
202,33.39546956487121
203,46.14449639694153
204,19.313014849775527
205,26.11158563157567
206,46.07454439598827
207,22.267014928542608
208,48.62115574103055
209,21.07161014820397
210,46.50571577465101
211,27.677867229774318
212,21.512009231952813
213,27.246178730812453
214,47.67608979823814
215,19.141584519897773
216,27.780895229768575
217,46.444948896541796
218,15.668160898930129
219,29.64402886443469
220,29.10932208095053
221,48.14509056681742
222,22.808269981619848
223,19.060772827870156
224,25.624711330506713
225,29.051657500658013
226,28.736376217816083
227,29.098013098013098
228,20.30717090387958
229,28.491590359481563
230,46.41154339839773
231,21.541065779202103
232,38.4996328388897
233,38.36195179951525
234,23.363992869875222
235,32.27902323397902
236,27.38743821295879
237,49.713804833528904
238,22.940126998364665
239,26.77124183006536
240,28.988810328502215
241,35.19981201272271
242,23.751247218179657
243,45.914155291129816
244,22.61433862975883
245,45.86244450762132
246,19.68057282551063
247,29.99187689491448
248,27.102340428281575
249,43.14328622271596
250,29.563167836702473
251,19.11236472169693
252,28.421700299510753
253,48.90404122845883
254,29.296379079123827
255,15.196863745389459
256,14.326472336268555
257,32.94197480443593
258,19.540018262117286
259,32.10016607608887
260,45.641359347965654
261,20.450043881033643
262,33.5885579749025
263,33.647838399396726
264,26.32562576887349
265,47.145551621424154
266,30.88884797513753
267,23.076564184951252
268,33.868733850129196
269,46.70041085366261
270,17.138285396738485
271,31.909922247074757
272,49.41043976109416
273,21.231714663197486
274,30.616475053834083
275,32.98368236043503
276,41.64486278247746
277,19.670235566123125
278,47.51837039890333
279,21.83634858573816
280,31.433312099524112
281,26.817800511508953
282,39.292376295130495
283,21.61655809351035
284,24.378826715955523
285,30.2381532560973
286,26.06825484626811
287,45.402236390599796
288,15.816162690287378
289,14.970140410738887
290,19.94457389038412
291,38.265356579175446
292,27.24405500379986
293,24.307619196643312
294,28.788842215083875
295,33.380851571826504
296,43.50486464059745
297,29.405441785791904
298,16.22906316261937
299,26.737280950589977
300,47.48877969248885
301,24.686898175397292
302,30.276569481639754
303,32.14641885418663
304,46.20244324252872
305,20.249718774290418
306,27.944142415520734
307,31.83556611435381
308,27.89359438178336
309,32.75111270751019
310,26.560853127988196
311,46.54235557824186
312,20.224429571624203
313,30.00110153427989
314,25.0403219066041
315,33.988395838060356
316,46.199898662789415
317,20.027618347292123
318,31.226903519286463
319,17.39869747376281
320,35.72022040350534
321,23.976356932574955
322,13.672515801792228
323,35.19360955881119
324,37.964030014210586
325,23.64706744620034
326,27.905285918632114
327,42.728387767160406
328,22.799467289973638
329,27.46077596930692
330,45.613563450893395
331,24.02387321079793
332,23.691144989013843
333,30.16291395490993
334,28.843086825564924
335,26.325130078392238
336,47.98261128207475
337,29.33120742947454
338,28.880225296252178
339,33.243274946500755
340,22.47498405860005
341,45.86545359111189
342,19.69129073299437
343,47.02767188410997
344,20.459720101657048
345,44.19057251827971
346,33.346085656816214
347,27.07784477527147
348,23.601294207016853
349,46.475312472298555
350,28.66469386220895
351,25.098459734073746
352,46.975002239942654
353,18.685948240912758
354,49.19254541829398
355,28.079398552616603
356,19.775218176417617
357,41.13151520500524
358,33.019775790401816
359,19.54284063535255
360,30.74912759156623
361,48.723952464481954
362,16.02739056003913
363,22.150245303844063
364,29.883538171066224
365,47.0741189674523
366,23.843058784740183
367,20.263317068457415
368,41.4276796649678
369,25.078800562049686
370,29.216790426169215
371,33.697850049812
372,25.342460952841304
373,42.97794901221412
374,22.146853516099394
375,47.16251560163269
376,32.49030938695834
377,23.594523137157836
378,36.56568967621572
379,36.44368754887479
380,31.583852288044337
381,47.0366374718238
382,21.845447111703706
383,24.549628328943516
384,58.892221286155575
385,42.659723352318956
386,17.000190498579368
387,27.56436476433322
388,31.424598417645647
389,21.468735923999837
390,26.8013495552602
391,34.68688957070436
392,23.596514224955133
393,27.49660086928589
394,41.702002425977845
395,21.193307967883904
396,24.119473021386224
397,25.12597420491101
398,25.741401742972872
399,28.083158691154512
400,27.253791472273843
401,33.0450101239295
402,22.172493088117907
403,27.72268746488648
404,25.64774513101171
405,17.45139842391259
406,45.68062907055261
407,19.656500140594247
408,32.6272947912129
409,22.212063761054917
410,24.923961873974946
411,29.048438257497057
412,26.65588814744201
413,26.247866029187215
414,23.588551889365675
415,27.729468854539924
416,47.79397889651086
417,20.594739245503515
418,24.894966761633427
419,34.48469102509291
420,21.91415748418209
421,29.24164087118994
422,40.978408269339745
423,21.35505682049611
424,25.55803764571108
425,41.758051830391366
426,13.324302859720571
427,40.07130914962119
428,18.38719915830082
429,26.093878896845197
430,26.50228102766299
431,25.845296854299534
432,30.047309979224874
433,27.807601784755324
434,27.346368751507722
435,25.370820227437697
436,28.15252542202235
437,27.2504271782844
438,26.45047044875514
439,25.804432085245658
440,47.543686238948084
441,19.86936625389637
442,28.549576960514045
443,26.491902680579066
444,26.847669402020152
445,26.190337627304913
446,40.94040937442044
447,19.267856158468238
448,30.335035366612182
449,19.594240813237533
450,23.509486629037774
451,32.38519685282559
452,37.3268308311159
453,42.831799846821546
454,24.586180215245374
455,42.35857764671427
456,22.683807185389096
457,47.51298752789515
458,21.162725222384243
459,23.0918099936136
460,46.74673443002987
461,21.96683740271711
462,27.68755074692878
463,32.93499069500828
464,31.716163181972853
465,44.3311595658102
466,30.489615817976958
467,22.467880865652454
468,27.38404084457386
469,28.157628324762683
470,29.685570913929407
471,46.59405896598458
472,21.606424792528447
473,47.3237504231073
474,20.703615219065295
475,31.28443350488551
476,27.00375346857838
477,25.885652216846054
478,28.838327305730118
479,36.813776517777995
480,23.369069706542753
481,24.633542415486176
482,49.07742531855891
483,23.35982890750312
484,26.321165226449786
485,29.90335229784261
486,32.855014452338615
487,20.294692021096434
488,23.181146924879517
489,29.254898131421278
490,33.63839343000128
491,22.72522566453193
492,31.23899750493427
493,24.574368108367803
494,31.198797958910426
495,35.916287035451276
496,27.400678107830903
497,21.379221758943043
498,20.37226968715241
499,28.65999303026369
500,24.550490505958653
501,29.758655920081736
502,35.750666973517106
503,23.332150307345703
504,25.541384517951965
505,30.539121317586755
506,27.476426620199017
507,28.94739602744075
508,35.597440293313866
